#separator:comma
#html:true
#deck column:1
#tags column:10
JLPT (N1~N5)::N3::N3核心,明かり,⓪,名,[sound:googletts-ac8ca842-41d3ca3d-12e4bce4-6e8781ce-752cfc0a.mp3],あかり,光亮，光线；灯火,［例］蝋燭（ろうそく）の〜／烛光,N3,N3 N3核心
JLPT (N1~N5)::N1::N1核心,上がり,⓪,名,[sound:googletts-d0f21927-c4271714-1d704ba0-799ba6da-567d0327.mp3],あがり,告一段落；收益,［例］今日はこれで〜にしよう／今天就到此为止吧,N1,N1 N1核心
JLPT (N1~N5)::N1::N1扩展,空き巣,⓪,名,[sound:googletts-014282fc-be35d903-e5102038-b7464e67-96f7f7d8.mp3],あきす,空宅，空房,［例］〜被害／家里没人时遭盗窃,N1,N1 N1扩展
JLPT (N1~N5)::N2::N2扩展,飽きっぽい,④,イ形,[sound:googletts-858807e4-9e0fe950-d805c980-b0325c87-88fea136.mp3],あきっぽい,容易厌烦的,［例］〜性格／容易厌烦的性格,N2,N2 N2扩展
JLPT (N1~N5)::N1::N1扩展,商い,②,名,[sound:googletts-a6c2aefc-d585f3db-6f163106-23df9cb8-b3f59afc.mp3],あきない,买卖，生意,［例］〜中／营业中,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,秋晴れ,⓪,名,[sound:googletts-86ae8a6b-8f1267c2-0c510646-7520ef81-4c30e950.mp3],あきばれ,秋天的晴天,［例］〜の天気／秋高气爽的天气,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,諦め,⓪,名,[sound:googletts-165a68dc-6d119883-09e82547-0ecf5bcc-5f74b748.mp3],あきらめ,断念，达观,［例］〜がつく／死心，想开,N1,N1 N1核心
JLPT (N1~N5)::N2::N2核心,呆れる,⓪,自動2,[sound:azure-86997cbd-70a40e3c-7c4ce844-9112e170-34b7f2bb.mp3],あきれる,惊呆,［慣］呆れてものが言えない／惊讶得哑口无言,N2,N2 N2核心
JLPT (N1~N5)::N1::N1扩展,悪〜,,接頭,[sound:hypertts-2594d5cb1b4ad67fca6e7558c4469412dc88381a7cf788fee7906de3.mp3],あく〜,恶性……，坏……,［例］〜循環／恶性循环,N1,N1 N1扩展
JLPT (N1~N5)::N2::N2扩展,悪質,⓪,名・ナ形,[sound:azure-ca20e06a-98a30aa0-e44948e0-aacabce8-86e41598.mp3],あくしつ,性质恶劣,［例］〜ないたずら／性质恶劣的恶作剧,N1,N2 N2扩展
JLPT (N1~N5)::N1::N1扩展,アクセス,①,名・自動3,[sound:googletts-d92c72df-1d0cc6cd-bbad3270-96a3ae8a-2d4387cf.mp3],(英) access,网站登录；交通,［例］〜がいい／交通方便,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,アクセル,①,名,[sound:googletts-6bede793-f9fd8da1-7046566a-72172bc2-e16e89e2.mp3],(英) accelerator,加速器，油门,［例］〜を踏む／踩油门<br>［対］ブレーキ／刹车,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,あくどい,③,イ形,[sound:googletts-17079be8-994fc5bb-1f4e6ec9-05c04df5-0e3565ba.mp3],あくどい,过艳的；（味道）过浓的；恶劣的,［例］〜色（いろ）／浓艳的色彩,N1,N1 N1核心
JLPT (N1~N5)::N1::N1扩展,悪徳,⓪,名,[sound:googletts-be4b9047-4aa1bb5a-806ef9d7-b2053e95-f2b6649e.mp3],あくとく,不道德,［例］〜商法（しょうほう）／不道德的经商方法<br>［対］美徳（びとく）／美德,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,悪人,⓪,名,[sound:googletts-1c2d5c5a-42ec153e-2cf106f5-fad4c800-7c1a8056.mp3],あくにん,坏人,［類］悪者（わるもの）／坏人,N1,N1 N1扩展
JLPT (N1~N5)::N3::N3核心,悪魔,①,名,[sound:azure-8c6367c8-556e126e-7b48beb9-e3b8e6eb-727e3cc5.mp3],あくま,恶魔，魔鬼,［対］天使（てんし）／天使,N3,N3 N3核心
JLPT (N1~N5)::N2::N2核心,あくまで,②①,副,[sound:hypertts-4c69a86bcd3aa3311b74a20af67987ed545b35218395b9188ebba6ae.mp3],あくまで,始终，彻底,［例］〜反対だ／坚决反对,N2,N2 N2核心
JLPT (N1~N5)::N1::N1核心,明くる,⓪,連体,[sound:googletts-7087c730-fb7da8d3-efd920fe-d3a27ea8-4fee0ad7.mp3],あくる,下一个，次，翌,［例］〜年（とし）／来年，翌年,N1,N1 N1核心
JLPT (N1~N5)::N2::N2核心,明け方,⓪,名,[sound:azure-151414c1-5789953b-3b23dea2-15282b31-6d9d859c.mp3],あけがた,黎明，拂晓,［対］夕方（ゆうがた）／傍晚,N2,N2 N2核心
JLPT (N1~N5)::N1::N1扩展,明け暮れる,④⓪,自動2,[sound:googletts-6fa0c982-e134c95e-6e9d6a2c-1051e46b-a1795cc8.mp3],あけくれる,时光流逝；埋头于,［例］野球の練習に〜／埋头苦练棒球,N1,N1 N1扩展
JLPT (N1~N5)::N2::N2扩展,空ける,⓪,他動2,[sound:googletts-ba331470-3c4e150d-5a1bbf72-f8f22b6f-cf9fa43a.mp3],あける,腾出空间；抽空；不在家,［例］席を〜／空出座位,N2,N2 N2扩展
JLPT (N1~N5)::N1::N1核心,顎,②,名,[sound:googletts-620d662e-955d5c8d-4a0701e5-ed427725-3611be86.mp3],あご,下巴，下颚,［慣］〜が落ちる／特别好吃,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,麻,②,名,[sound:googletts-f6d2b627-84ad9918-06a54a83-624a1cb5-1213d9bd.mp3],あさ,亚麻，麻,［例］〜の実／大麻籽,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,あざ,②,名,[sound:hypertts-3e2753073cb7c39d32bb84ceedba0a151ac37d1f5a8dee3a468838a3.mp3],あざ,痣，斑痕,［例］顔に〜がある／脸上有痣,N1,N1 N1核心
JLPT (N1~N5)::N1::N1扩展,朝市,②③,名,[sound:googletts-ba1896cf-ec903b4d-578cb2a9-3270ea9a-379a0cfe.mp3],あさいち,早市,［例］ここに〜が立つ／这儿有早市,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,朝方,⓪②,名,[sound:googletts-a5cd276b-4345de9d-b48ec1b4-28813736-4ea72aa5.mp3],あさがた,清晨,［例］〜来客があった／一大早就来了客人,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,浅はか,②,ナ形,[sound:googletts-c752eccf-1dd95728-05b9486b-5b8b2dfd-f3cc5167.mp3],あさはか,肤浅,［例］〜な考え／肤浅的想法,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,欺く,③,他動1,[sound:hypertts-fea65970b719fb72bd5d96c1705ba2bb851afc649959442f16ae624e.mp3],あざむく,欺骗；胜过,［例］花を〜美しさ／美丽如花,N1,N1 N1核心
JLPT (N1~N5)::N1::N1扩展,朝飯前,⑤,名・ナ形,[sound:googletts-3438c4a7-3155f88b-cc0c4857-51a22e42-ffc9da75.mp3],あさめしまえ,极其容易的,［例］こんなことは〜だ／这种事，小菜一碟,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,鮮やか,②,ナ形,[sound:googletts-c5a7e6dd-da493a86-68376530-9e39978b-b348eb29.mp3],あざやか,鲜艳；熟练,［例］〜なプレー／精湛的表演,N1,N1 N1核心
JLPT (N1~N5)::N2::N2扩展,朝夕,①,名,[sound:hypertts-170f5a4263cae50dae7bf60ca211bed56f4fb7e22a21fd617d1634ac.mp3],あさゆう,早晨和晚上,［例］〜は冷え込むでしょう／早晚会冷一些,N2,N2 N2扩展
JLPT (N1~N5)::N1::N1扩展,あざ笑う,④,他動1,[sound:googletts-88cf6d70-e8a73ed9-5cd603a7-4c36b64d-34f24e33.mp3],あざわらう,嘲笑,［例］人の失敗（しっぱい）を〜／嘲笑别人的失败,N1,N1 N1扩展
JLPT (N1~N5)::N2::N2核心,足跡,③,名,[sound:googletts-ca887e0c-0ee74fae-b8ba9997-ead4992e-dd0732bc.mp3],あしあと,脚印；踪迹,［例］〜を残す／留下脚印,N2,N2 N2核心
JLPT (N1~N5)::N1::N1扩展,足がかり,③,名,[sound:googletts-f44e7a60-c2303117-f3845d2a-10767415-4f39411f.mp3],あしがかり,立脚点，线索,［例］〜をつかむ／掌握线索<br>［類］手がかり（てがかり）／线索,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,足固め,③,名・自動3,[sound:googletts-07b18650-edf0aad3-1d0fc628-62a8bd9d-0de300d8.mp3],あしがため,做好准备，打好基础,［例］しっかり〜をする／打好坚实的基础,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,悪しからず,③,連語,[sound:googletts-185020bf-a7b3aba6-aa5c3dc7-6eba434b-1fce4bff.mp3],あしからず,请不要见怪，请原谅,［例］どうぞ〜／请原谅,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,足取り,⓪④,名,[sound:googletts-e109249b-c33ef4e4-0f8486eb-41a655a1-6a2043d2.mp3],あしどり,步伐；行踪,［例］犯人の〜を追う／寻找罪犯的行踪,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,足踏み,③⓪,名・自動3,[sound:googletts-d5cbf66e-229b3dfa-29ecc8d5-fc0e25f0-1d34a1e0.mp3],あしぶみ,原地踏步，停滞不前,［例］景気は〜状態だ／经济形势不见好转,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,味わい,③⓪,名,[sound:googletts-42ac2980-20652a54-3f89fddb-f3fdd81e-bd457083.mp3],あじわい,味道；趣味,［例］〜のある言葉／妙趣横生的话语,N1,N1 N1核心
JLPT (N1~N5)::N2::N2核心,味わう,③⓪,他動1,[sound:azure-71d12cd1-6693c2b9-77bb7bd5-cd638e78-f5f16f09.mp3],あじわう,品尝；鉴赏；体验,［例］苦痛（くつう）を〜／经历苦痛,N2,N2 N2核心
JLPT (N1~N5)::N2::N2核心,預かる,③,他動1,[sound:googletts-5992f5c1-6a1c4229-d9f4d647-721490e5-1344bb0b.mp3],あずかる,代为保管、照顾；暂时搁置,［例］貴重品（きちょうひん）を〜／代为保管贵重物品,N2,N2 N2核心
JLPT (N1~N5)::N1::N1扩展,与る,③,自動1,[sound:googletts-323cfc0b-be3f2910-24235d68-a2063b18-47e3aeeb.mp3],あずかる,参与；承蒙,［例］相談に〜／参与商讨,N1,N1 N1扩展
JLPT (N1~N5)::N3::N3核心,預ける,③,他動2,[sound:googletts-611e217c-5519730c-c8fe15d2-b89d9bf0-69d3a7d9.mp3],あずける,寄存，委托别人保管,［例］荷物を〜／寄存行李,N3,N3 N3核心
JLPT (N1~N5)::N1::N1核心,褪せる,②,自動2,[sound:googletts-9a1e0681-c5c4b8e0-3cc624ca-20e042c2-fd65d7a8.mp3],あせる,褪色；衰退,［例］色（いろ）褪せない記憶（きおく）／不会褪色的记忆,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,焦る,②,自他動1,[sound:googletts-7da157d1-26745209-59227ed9-ef23a490-f87d4426.mp3],あせる,着急,［例］結果を〜／急于得出结果,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,値する,⓪,自動3,[sound:googletts-923e92f0-db7bff22-684c33a7-4b27aafc-6f29d6c6.mp3],あたいする,值得,［慣］一見（いっけん）に〜／值得一看,N1,N1 N1核心
JLPT (N1~N5)::N1::N1扩展,あたかも,①,副,[sound:googletts-69e5e86b-56cfc0ba-c713ff0b-2af1524e-f618ad42.mp3],あたかも,宛如；正是,［例］〜自分が見たかのように語る／讲得就好像自己看过一样,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,アタック,②,名・自動3,[sound:googletts-9b3ddc88-3d12c047-3e03fabe-6920f1ec-73fe2658.mp3],(英) attack,攻击；挑战,［例］頂上に〜する／向山顶发起挑战,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,あだな,⓪,名,[sound:googletts-8fb29e62-a759c515-b86319d0-8cd591a7-5d4b4711.mp3],あだな,外号,［例］人に〜をつける／给人起外号<br>［類］ニックネーム／绰号，外号,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,当たり,⓪,名,[sound:googletts-891fd278-456e7930-257001d6-f2980987-5fb82be4.mp3],あたり,打中，命中；中（奖）,［例］1等の〜は3名／中头奖的有三人,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,悪化,⓪,名・自動3,[sound:azure-5b5350af-5ca0d810-3435ccba-a9cf046c-a39c9325.mp3],あっか,恶化，变坏,［例］病状（びょうじょう）が〜する／病情恶化<br>［対］好転（こうてん）／变好，好转,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,扱い,⓪,名,[sound:googletts-f9dd415f-2ceca837-34acf311-6a1e4aef-d82e52de.mp3],あつかい,操作；对待,［例］子どもの〜に慣れている／很会哄孩子,N1,N1 N1核心
JLPT (N1~N5)::N3::N3核心,扱う,⓪③,他動1,[sound:googletts-95eefde0-b06442c1-dbc0bb3d-b8acb275-f637903a.mp3],あつかう,操作；处理，应对；经营,［例］機械を〜／操作机器,N3,N3 N3核心
JLPT (N1~N5)::N2::N2核心,厚かましい,⑤,イ形,[sound:azure-4908fba6-00255f33-1b7988bc-36a31599-2f44005f.mp3],あつかましい,厚颜无耻的,［例］〜お願いですが／我有个不情之请<br>［類］図々しい（ずうずうしい）／脸皮厚，厚颜无耻的,N2,N2 N2核心
JLPT (N1~N5)::N1::N1核心,あっけない,④,イ形,[sound:googletts-1cfb71eb-55f0a2ba-4ef90e41-6a012592-77db4541.mp3],あっけない,不尽兴，没劲,［例］あっけなく敗れた／一下就输掉（很没劲）<br>［類］物足りない（ものたりない）／不足，不够,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,あっさり,③,副・自動3,[sound:googletts-4a63ce0f-20b45686-850d57e1-9fa59810-57caccf8.mp3],あっさり,简单；清淡；爽快,［例］味が〜している／味道清淡,N1,N1 N1核心
JLPT (N1~N5)::N2::N2核心,圧縮,⓪,名・他動3,[sound:azure-49ffba0a-ac508ebb-10cf75ad-4b3f996b-fb7538f4.mp3],あっしゅく,压缩；缩短，缩减,［例］予算を〜する／缩减预算,N2,N2 N2核心
JLPT (N1~N5)::N1::N1扩展,圧勝,⓪,名・自動3,[sound:googletts-1114ccda-473b4250-bd2e63b8-66a523c7-1e761096.mp3],あっしょう,以压倒性优势取胜,［対］完敗（かんぱい）／彻底被打败,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,斡旋,⓪,名・他動3,[sound:googletts-fac8f1fb-5709d547-bf78187e-b458d11e-a19ff6cf.mp3],あっせん,介绍,［例］仕事を〜する／介绍工作,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,圧倒,⓪,名・他動3,[sound:googletts-a1b7de4f-76bc85f4-d26f43c6-853a2188-b1c91470.mp3],あっとう,压倒,［例］相手の気合に〜される／被对方的气势所压倒,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,圧倒的,⓪,ナ形,[sound:googletts-5b624e9a-c93338cf-a83caab3-4206cbe4-4003429b.mp3],あっとうてき,绝对的,［例］〜な勝利／以压倒性的优势获胜,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,アットホーム,④,ナ形,[sound:googletts-d85edb27-28f12322-fcdada4f-b1bf7b4d-a5370911.mp3],(英) athome,自在，无拘束,［例］〜な雰囲気（ふんいき）／自在的氛围,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,圧迫,⓪,名・他動3,[sound:googletts-87711a1e-868d6b4b-50d0d2f5-c02df302-277e68bb.mp3],あっぱく,压迫，压制,［例］家計を〜する／给家庭开支带来了压力,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,アップ,①,名・自他動3,[sound:googletts-f461f2d8-0dd6e797-73c14efb-6eb4ee17-5b70055f.mp3],(英) up,提高,［例］人件費（じんけんひ）の〜／人事费用的增加,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,誂える,④③,他動2,[sound:hypertts-a2cc99fe66aef25c11bf1b5a45e5319ad00b243a7c876f9e86d1e571.mp3],あつらえる,定做,［例］洋服を〜／定做西装<br>［類］オーダーメード／定制,N1,N1 N1核心
JLPT (N1~N5)::N2::N2核心,〜宛て,,接尾,[sound:googletts-6be476b7-df03a723-cfec569b-dcc42a3d-a847c16c.mp3],〜あて,寄往……，送往……,［例］鈴木さん〜／寄给铃木,N2,N2 N2核心
JLPT (N1~N5)::N1::N1核心,当て,⓪,名,[sound:googletts-7cb07467-3ea2fee3-a0d54d7e-b5810ab0-1c3e105c.mp3],あて,目标；指望,［例］人を〜にする／指望别人,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,当て字,⓪,名,[sound:googletts-5154024b-5d3d07ba-b1e1e155-8837bd5c-e93395db.mp3],あてじ,借用字，音译汉字,［例］この漢字は正しく読めないけど、当て字としては使えるよ／这个汉字不能正确阅读，但可以作为借用字使用。,N1,N1 N1核心
JLPT (N1~N5)::N2::N2核心,当て嵌まる,④,自動1,[sound:azure-90745c7a-a05a494c-cbc6e720-806f8405-730e6c52.mp3],あてはまる,符合条件，相匹配,［例］条件に〜／符合条件,N2,N2 N2核心
JLPT (N1~N5)::N2::N2核心,当て嵌める,④,他動2,[sound:azure-842bc68d-07deffab-55f482ae-a57d8d8d-e4b36660.mp3],あてはめる,适用，使……符合,［例］公式に〜／套用公式,N2,N2 N2核心
JLPT (N1~N5)::N1::N1核心,宛てる,⓪,他動2,[sound:googletts-4df0307c-7d926b88-6c6bde01-13e1b039-8d7d95f2.mp3],あてる,发送，寄给,［例］友だちに宛てて手紙を書く／给朋友写信,N1,N1 N1核心
JLPT (N1~N5)::N3::N3核心,跡,①,名,[sound:googletts-b42d0085-3d20b8d4-d25d180f-75afa6aa-8601a813.mp3],あと,痕迹；行踪,［例］手術（しゅじゅつ）の〜／手术后的疤痕,N3,N3 N3核心
JLPT (N1~N5)::N2::N2扩展,後片付け,③④,名・他動3,[sound:googletts-144b7444-b7199fdf-53121b5c-dcebdbdc-395611b7.mp3],あとかたづけ,整理，善后,［例］会場の〜をする／清理会场,N2,N2 N2扩展
JLPT (N1~N5)::N1::N1扩展,後始末,③,名・他動3,[sound:googletts-b767a720-a5409817-2318b999-483dbf0a-de2c6fca.mp3],あとしまつ,善后，收拾,［例］事故の〜をする／做事故的善后工作,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,跡地,⓪②,名,[sound:googletts-5eca5690-c6588978-321f7561-3379198f-f6778374.mp3],あとち,旧地皮，旧址,［例］工場の〜が公園になった／工厂的旧址变成了公园,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1核心,跡継ぎ,②,名,[sound:googletts-772ec05b-22c4d23b-7415706d-9fb16877-2f31852d.mp3],あとつぎ,接班人，继承人,［例］店の〜がいない／没有人继承店,N1,N1 N1核心
JLPT (N1~N5)::N1::N1核心,後回し,③,名,[sound:googletts-bf6b169c-04f00b1b-4726641c-8fc398d6-4954fa5c.mp3],あとまわし,推迟,［例］支払いを〜にする／延迟支付<br>［対］先倒し（さきだおし）／提前，提早,N1,N1 N1核心
JLPT (N1~N5)::N1::N1扩展,穴埋め,⓪④,名・他動3,[sound:googletts-61a7f931-074d1409-0d9cc2af-0d795d08-601301e8.mp3],あなうめ,填空；弥补,［例］赤字を〜する／弥补赤字,N1,N1 N1扩展
JLPT (N1~N5)::N1::N1扩展,あながち,⓪,副,[sound:googletts-ec46956e-4856a098-e2428352-3a4ed418-f5137e53.mp3],あながち,不见得，未必,［例］厳密ではないが、〜間違いとはいえない／虽然不够严谨，但不一定是错的,N1,N1 N1扩展
